Name_station,EVAPO,FF,INS,RR,"TT, moy. des max","TT, moy. des min",UMAX,UMIN,Date
kedougou,7.4,3.3,7.4,0.0,35.9,18.8,75.0,9.0,2005-12-01
kedougou,7.6,3.1,7.6,0.0,34.2,18.1,51.0,10.0,2006-01-01
kedougou,8.8,3.0,8.8,0.0,36.8,21.1,53.0,11.0,2006-02-01
kedougou,9.9,3.0,9.9,0.1,39.7,24.8,57.0,12.0,2006-03-01
kedougou,9.6,3.8,9.6,0.5,40.5,27.6,75.0,11.0,2006-04-01
kedougou,8.1,3.5,8.1,54.2,39.2,26.2,74.0,20.0,2006-05-01
kedougou,3.4,3.4,3.4,176.0,34.5,24.0,93.0,34.0,2006-06-01
kedougou,2.3,3.3,2.3,174.4,33.0,23.1,96.0,50.0,2006-07-01
kedougou,1.9,3.4,1.9,278.8,32.0,22.8,97.0,68.0,2006-08-01
kedougou,1.5,2.6,1.5,318.4,30.0,21.3,95.0,66.0,2006-09-01
kedougou,2.4,2.6,2.4,78.6,34.7,22.2,96.0,48.0,2006-10-01
kedougou,5.4,2.8,5.4,0.0,36.6,18.5,86.0,17.0,2006-11-01
kedougou,7.6,3.5,7.6,0.0,34.8,16.6,60.0,12.0,2006-12-01
kedougou,9.7,3.6,9.7,0.0,35.4,18.9,51.0,12.0,2007-01-01
kedougou,10.7,3.2,10.7,1.6,37.6,20.8,46.0,8.0,2007-02-01
kedougou,10.6,3.4,10.6,0.0,39.7,22.6,45.0,13.0,2007-03-01
kedougou,8.8,3.7,8.8,0.0,41.4,27.0,71.0,16.0,2007-04-01
kedougou,5.1,3.5,5.1,50.9,39.9,26.9,78.0,21.0,2007-05-01
kedougou,2.4,4.0,2.4,106.6,35.9,25.1,91.0,50.0,2007-06-01
kedougou,1.8,3.8,1.8,180.3,34.4,24.2,98.0,60.0,2007-07-01
kedougou,1.5,3.5,1.5,200.3,31.7,22.9,97.0,71.0,2007-08-01
kedougou,2.4,2.9,2.4,178.2,32.1,22.1,98.0,63.0,2007-09-01
kedougou,4.8,2.7,4.8,45.3,35.4,22.7,97.0,58.0,2007-10-01
kedougou,6.7,2.9,6.7,2.1,35.9,19.4,88.0,40.0,2007-11-01
kedougou,7.3,3.4,7.3,0.0,31.9,15.8,72.0,20.0,2007-12-01
kedougou,8.7,3.3,8.7,0.0,33.7,17.0,51.0,15.0,2008-01-01
kedougou,9.1,3.0,9.1,0.0,38.7,22.4,59.0,8.0,2008-02-01
kedougou,9.3,2.9,9.3,0.0,40.5,25.7,70.0,9.0,2008-03-01
kedougou,9.4,3.0,9.4,0.0,41.6,27.2,79.0,16.0,2008-04-01
kedougou,7.8,3.1,7.8,22.4,39.2,26.9,80.0,17.0,2008-05-01
kedougou,4.2,2.9,4.2,103.1,35.3,24.5,92.0,39.0,2008-06-01
kedougou,1.9,2.6,1.9,269.8,32.2,23.0,98.0,59.0,2008-07-01
kedougou,1.7,2.8,1.7,275.8,31.7,22.6,99.0,63.0,2008-08-01
kedougou,1.5,2.7,1.5,201.6,32.3,22.3,97.0,57.0,2008-09-01
kedougou,2.2,2.7,2.2,145.7,34.2,22.0,96.0,45.0,2008-10-01
kedougou,5.1,2.6,5.1,0.0,36.6,20.1,88.0,19.0,2008-11-01
kedougou,6.9,3.0,6.9,0.0,32.2,16.7,78.0,17.0,2008-12-01
kedougou,9.3,3.2,8.9,0.0,33.3,16.7,60.0,12.0,2009-01-01
kedougou,10.5,2.7,8.9,0.1,37.7,21.9,58.0,7.0,2009-02-01
kedougou,11.1,2.6,8.3,0.0,39.9,25.7,53.0,7.0,2009-03-01
kedougou,11.4,3.0,9.2,0.0,41.1,27.1,64.0,9.0,2009-04-01
kedougou,8.7,3.5,9.0,56.9,32.5,26.7,80.0,14.0,2009-05-01
kedougou,4.4,3.4,7.3,77.7,35.8,24.8,91.0,42.0,2009-06-01
kedougou,1.9,3.1,6.7,141.2,32.9,23.3,97.0,59.0,2009-07-01
kedougou,1.4,2.7,6.1,377.3,32.0,22.6,98.0,62.0,2009-08-01
kedougou,1.6,2.6,6.5,380.8,31.3,22.2,99.0,59.0,2009-09-01
kedougou,2.2,2.3,8.3,62.3,34.0,22.4,97.0,41.0,2009-10-01
kedougou,4.1,2.3,8.4,0.1,34.8,22.5,90.0,26.0,2009-11-01
kedougou,7.2,2.4,7.6,0.0,34.1,18.0,74.0,15.0,2009-12-01
kedougou,8.5,2.4,8.9,0.0,35.8,17.8,59.0,53.0,2010-01-01
kedougou,9.3,2.5,8.8,0.0,38.8,23.0,62.0,33.0,2010-02-01
kedougou,10.7,3.1,8.7,0.0,40.8,25.9,65.0,47.0,2010-03-01
kedougou,9.8,3.8,7.7,11.0,40.8,27.0,72.0,47.0,2010-04-01
kedougou,8.4,3.5,6.7,100.6,39.4,27.1,79.0,56.0,2010-05-01
kedougou,4.0,3.7,7.2,151.4,33.9,23.5,92.0,84.0,2010-06-01
kedougou,2.2,2.8,6.8,319.7,31.4,22.2,97.0,92.0,2010-07-01
kedougou,1.8,2.6,6.3,278.4,31.0,27.1,98.0,94.0,2010-08-01
kedougou,1.6,2.7,5.3,392.3,31.5,21.5,98.0,95.0,2010-09-01
kedougou,2.2,2.6,6.7,152.3,34.3,22.3,95.0,93.0,2010-10-01
kedougou,5.1,2.9,8.8,2.9,36.8,20.5,88.0,90.0,2010-11-01
kedougou,5.9,2.7,8.4,0.0,35.6,18.9,80.0,67.0,2010-12-01
kedougou,6.6,2.8,7.4,0.0,34.8,18.4,64.0,13.0,2011-01-01
kedougou,8.4,2.6,9.4,0.0,36.7,20.3,46.0,14.0,2011-02-01
kedougou,9.7,2.8,9.6,4.6,40.1,25.1,59.0,21.0,2011-03-01
kedougou,10.0,3.3,8.9,0.0,39.7,26.7,74.0,20.0,2011-04-01
kedougou,8.4,3.5,8.6,14.5,39.5,26.7,77.0,30.0,2011-05-01
kedougou,4.1,3.8,6.7,137.7,35.6,24.3,90.0,51.0,2011-06-01
kedougou,2.4,3.9,7.5,370.4,33.1,22.5,93.0,62.0,2011-07-01
kedougou,1.6,2.5,6.5,500.2,31.7,22.4,99.0,68.0,2011-08-01
kedougou,1.7,2.5,7.3,316.0,33.6,21.9,98.0,63.0,2011-09-01
kedougou,2.6,2.4,8.2,49.6,34.9,22.4,96.0,54.0,2011-10-01
kedougou,4.8,2.6,9.6,0.0,36.6,20.3,86.0,22.0,2011-11-01
kedougou,6.7,2.8,9.2,0.0,34.6,15.5,67.0,24.0,2011-12-01
kedougou,7.8,2.7,9.1,0.0,34.5,17.2,45.0,20.0,2012-01-01
kedougou,9.1,2.1,7.9,0.0,36.6,20.2,39.0,20.0,2012-02-01
kedougou,9.8,2.8,7.7,0.3,39.4,27.9,54.0,29.0,2012-03-01
kedougou,9.4,3.0,7.8,1.4,40.0,27.1,74.0,37.0,2012-04-01
kedougou,7.5,3.6,8.5,44.0,35.7,27.3,82.0,41.0,2012-05-01
kedougou,4.1,2.1,8.1,130.5,36.3,30.6,88.0,44.0,2012-06-01
kedougou,1.6,2.7,4.6,278.5,31.7,22.4,97.0,63.0,2012-07-01
kedougou,1.6,2.7,5.4,211.1,31.6,22.7,97.0,63.0,2012-08-01
kedougou,1.4,2.5,6.1,341.2,32.6,25.5,97.0,58.0,2012-09-01
kedougou,2.0,2.5,7.2,76.1,34.4,23.0,95.0,33.0,2012-10-01
kedougou,3.1,2.4,8.6,45.8,35.8,22.6,94.0,37.0,2012-11-01
kedougou,5.4,2.9,7.9,0.0,34.2,16.6,81.0,27.0,2012-12-01
kedougou,7.4,2.8,7.9,0.6,34.6,17.4,68.0,34.0,2013-01-01
kedougou,10.3,2.5,9.3,0.0,38.9,25.1,55.0,25.0,2013-02-01
kedougou,9.3,2.5,9.1,0.0,41.4,25.5,75.0,33.0,2013-03-01
kedougou,9.1,3.0,10.0,2.5,41.4,26.8,72.0,36.0,2013-04-01
kedougou,7.6,3.3,9.6,15.2,40.4,26.3,84.0,39.0,2013-05-01
kedougou,4.3,3.2,7.3,133.2,36.0,24.6,90.0,46.0,2013-06-01
kedougou,2.1,2.7,7.7,178.5,33.1,22.8,95.0,55.0,2013-07-01
kedougou,1.4,2.7,5.2,346.2,31.2,22.6,97.0,64.0,2013-08-01
kedougou,1.3,2.5,5.7,419.2,32.5,22.2,96.0,55.0,2013-09-01
kedougou,2.0,2.5,6.7,155.9,34.2,22.4,91.0,46.0,2013-10-01
kedougou,3.9,2.6,8.4,7.7,35.7,19.7,88.0,23.0,2013-11-01
kedougou,6.2,3.1,8.7,0.0,34.2,17.7,50.0,19.0,2013-12-01
kedougou,6.9,2.4,8.6,0.0,35.8,18.8,53.0,15.0,2014-01-01
kedougou,8.8,3.0,8.6,0.0,36.5,19.5,33.0,11.0,2014-02-01
kedougou,9.5,2.7,8.8,0.0,40.3,23.0,39.0,10.0,2014-03-01
kedougou,9.0,3.1,9.1,0.0,42.3,26.7,56.0,18.0,2014-04-01
kedougou,5.7,2.9,7.0,239.4,38.3,25.8,75.0,31.0,2014-05-01
kedougou,3.0,2.7,7.1,114.5,35.2,24.3,89.0,56.0,2014-06-01
kedougou,2.4,2.5,5.8,143.8,33.2,23.6,88.0,61.0,2014-07-01
kedougou,1.5,1.8,4.8,208.8,30.7,22.0,95.0,67.0,2014-08-01
kedougou,3.6,3.0,7.8,313.3,33.9,22.1,88.871,42.1,2014-09-01
kedougou,2.4,1.6,6.5,41.2,35.1,23.0,92.0,54.0,2014-10-01
kedougou,5.0,2.0,7.8,0.0,35.5,21.7,80.0,28.0,2014-11-01
kedougou,4.1,2.4,7.8,0.0,34.7,18.0,70.0,27.0,2014-12-01
kedougou,7.4,2.2,7.8,0.0,35.3,17.8,40.0,14.0,2015-01-01
kedougou,7.9,1.9,8.4,0.0,38.5,21.6,38.0,12.0,2015-02-01
kedougou,8.7,2.4,7.7,0.2,39.5,23.8,50.0,24.0,2015-03-01
kedougou,8.7,2.1,6.8,0.0,41.3,22.1,58.0,25.0,2015-04-01
kedougou,7.5,3.0,8.1,30.2,40.1,27.4,41.0,29.0,2015-05-01
kedougou,5.6,2.9,5.9,78.0,37.7,22.6,81.0,40.0,2015-06-01
kedougou,2.3,1.7,5.1,277.0,33.1,23.6,92.0,60.0,2015-07-01
kedougou,1.5,1.1,4.5,567.8,32.4,22.8,96.0,66.0,2015-08-01
kedougou,1.5,1.4,5.6,426.6,33.0,22.5,96.0,61.0,2015-09-01
kedougou,1.6,1.6,6.2,207.6,34.3,22.6,95.0,60.0,2015-10-01
kedougou,3.6,3.0,7.8,0.0,34.9,20.4,88.871,42.1,2015-11-01
kedougou,5.4,1.5,5.4,0.0,33.8,16.5,70.0,19.0,2015-12-01
kedougou,6.3,3.2,6.1,2.1,35.4,19.5,55.5,19.4,2016-01-01
kedougou,8.1,1.6,6.5,0.0,37.9,19.5,38.3,14.3,2016-02-01
kedougou,9.1,1.8,9.8,0.0,41.1,24.6,35.5,10.8,2016-03-01
kedougou,7.9,2.9,9.0,70.0,41.4,26.9,50.9,17.6,2016-04-01
kedougou,7.6,3.0,7.8,42.6,40.4,27.7,60.5,27.9,2016-05-01
kedougou,4.2,2.3,7.8,94.9,36.4,25.0,82.5,47.1,2016-06-01
kedougou,1.9,2.0,7.8,268.4,32.3,23.2,93.0,63.4,2016-07-01
kedougou,1.5,1.9,7.8,276.0,33.7,23.1,95.8,66.7,2016-08-01
kedougou,2.2,2.2,7.8,377.7,33.8,22.3,95.7,60.3,2016-09-01
kedougou,2.1,2.6,7.8,91.7,35.5,22.8,94.2,53.9,2016-10-01
kedougou,3.6,3.0,7.8,9.2,35.3,19.4,88.871,42.1,2016-11-01
kedougou,5.6,3.5,7.8,0.0,35.5,18.6,63.7,28.9,2016-12-01
kedougou,5.5,1.8,7.8,0.0,36.4,18.0,50.0,19.3,2017-01-01
kedougou,7.1,1.4,7.8,0.0,38.9,21.8,39.8,16.6,2017-02-01
kedougou,7.4,2.2,9.5,0.1,33.6,25.6,52.3,19.3,2017-03-01
kedougou,7.9,2.4,7.8,0.1,42.4,26.9,47.0,17.3,2017-04-01
kedougou,5.4,2.8,7.8,56.8,32.7,26.6,74.4,37.9,2017-05-01
kedougou,3.6,2.4,7.8,221.0,36.4,25.0,83.2,46.0,2017-06-01
kedougou,1.9,2.5,7.8,267.6,32.7,23.3,92.9,61.8,2017-07-01
kedougou,1.4,2.1,7.8,375.9,32.5,22.8,94.8,64.7,2017-08-01
kedougou,1.8,2.0,7.8,236.7,34.4,23.3,94.9,58.4,2017-09-01
kedougou,2.7,1.7,7.8,35.8,36.4,22.9,91.5,46.9,2017-10-01
kedougou,4.8,2.1,7.8,2.2,36.9,21.2,77.43,27.83,2017-11-01
kedougou,5.0,2.1,7.8,0.0,34.8,18.0,59.8,29.0,2017-12-01
kedougou,5.9,2.2,7.8,0.0,35.9,18.0,51.0,23.0,2018-01-01
kedougou,6.5,2.2,10.8,0.0,37.0,21.6,45.0,22.0,2018-02-01
kedougou,10.1,2.8,8.0,0.0,41.6,25.9,50.0,19.0,2018-03-01
kedougou,9.1,2.5,10.7,0.0,41.5,26.8,49.0,20.0,2018-04-01
kedougou,10.5,2.9,8.2,0.1,41.7,27.6,55.0,23.0,2018-05-01
kedougou,4.7,2.7,5.6,196.1,36.3,25.4,81.0,57.0,2018-06-01
kedougou,2.1,2.1,4.9,221.2,33.1,22.1,94.0,64.0,2018-07-01
kedougou,1.7,1.3,5.3,308.3,32.3,23.2,93.0,54.0,2018-08-01
kedougou,1.3,1.5,4.3,296.5,33.1,20.3,95.0,62.0,2018-09-01
kedougou,2.7,1.7,7.3,52.5,35.7,22.8,93.0,51.0,2018-10-01
kedougou,4.173333333333334,2.0,7.5,0.5,36.8,21.4,76.0,29.0,2018-11-01
kedougou,4.387096774193548,2.0,7.8,0.0,36.4,18.12,59.3,16.4,2018-12-01
kedougou,7.6,2.0,7.8,0.0,36.2,18.2,47.2,18.9,2019-01-01
kedougou,6.6,2.0,0.0,0.0,38.1,21.2,39.6,17.0,2019-02-01
kedougou,9.1,2.0,8.1,0.1,39.8,24.0,38.4,16.7,2019-03-01
kedougou,10.0,2.9,7.3,4.0,41.3,27.3,46.6,19.4,2019-04-01
kedougou,9.1,2.0,0.0,3.3,41.5,27.1,55.7,22.5,2019-05-01
kedougou,5.3,2.0,0.0,144.6,38.1,26.2,77.1,38.2,2019-06-01
kedougou,1.6,2.2,7.8,352.4,32.7,22.9,92.19,56.29,2019-07-01
kedougou,1.2,3.0,7.8,529.7,31.9,23.6,92.03,60.03,2019-08-01
kedougou,1.9,3.0,7.8,284.0,33.1,22.5,94.5,56.2,2019-09-01
kedougou,2.0,3.0,7.8,109.0,34.7,22.5,93.7,52.8,2019-10-01
kedougou,4.6,3.0,7.8,0.0,37.46,21.9,80.8,34.2,2019-11-01
kedougou,5.9,3.0,7.8,0.0,37.03,17.65,62.39,16.84,2019-12-01
kedougou,8.0,2.5,8.3,3.2,35.6,22.1,47.0,16.0,2020-01-01
kedougou,8.7,4.1,9.6,0.0,40.0,22.1,42.3,11.5,2020-02-01
kedougou,8.6,2.0,9.8,0.0,41.2,22.1,45.3,16.1,2020-03-01
kedougou,7.7,1.3,8.1,3.0,12.0,22.1,55.2,22.2,2020-04-01
kedougou,3.6,2.9,8.44,28.0,39.95,22.1,63.6,30.3,2020-05-01
kedougou,4.3,2.5,0.0,183.0,35.94,22.1,86.2,48.4,2020-06-01
kedougou,1.66,2.0,6.15,246.0,33.12,22.1,95.8,62.2,2020-07-01
kedougou,1.93,2.2,5.9,375.0,32.37,22.1,96.2,65.1,2020-08-01
kedougou,1.67,2.0,6.15,246.0,33.12,22.1,95.8,62.2,2020-09-01
kedougou,3.19,1.7,8.41,109.0,35.58,22.1,94.3,52.6,2020-10-01
kedougou,2.73,1.8,9.72,0.0,37.77,22.1,73.2,23.1,2020-11-01
kedougou,6.9,1.5,9.5,0.0,37.89,22.1,58.71,18.65,2020-12-01
kedougou,8.38,2.1,9.51,0.0,37.8,22.1,42.2,13.6,2021-01-01
kedougou,8.92,2.0,8.75,0.0,42.1,22.1,38.0,14.0,2021-02-01
kedougou,8.7,2.5,9.45,0.0,40.9,22.1,44.7,14.9,2021-03-01
kedougou,9.96,2.4,9.23,0.0,42.7,22.1,55.3,20.0,2021-04-01
kedougou,9.29,2.5,8.06,25.0,40.6,23.4,55.9,23.8,2021-05-01
kedougou,4.86,2.0,7.43,95.7,37.2,25.3,81.5,46.9,2021-06-01
kedougou,2.39,2.5,6.64,179.9,33.2,23.4,91.6,61.2,2021-07-01
kedougou,1.68,2.2,5.16,329.6,32.0,22.8,93.8,64.6,2021-08-01
kedougou,1.9,2.1,7.2,226.8,33.7,22.9,95.7,58.7,2021-09-01
kedougou,2.16,1.8,5.87,78.0,34.8,23.6,94.0,54.5,2021-10-01
kedougou,4.62,1.9,8.97,0.3,37.2,22.2,85.0,35.4,2021-11-01
kedougou,7.09,2.0,8.3,0.0,36.7,19.0,60.1,14.9,2021-12-01
kedougou,8.06,2.5,9.08,0.0,186.7,22.1,45.3,12.7,2022-01-01
kedougou,8.6,1.6,3.6,0.0,38.43,21.32,39.07,11.82,2022-02-01
kedougou,9.16,1.89,8.83,3.0,40.37,24.98,39.32,15.8,2022-03-01
kedougou,9.06,2.1,9.56,1.0,42.09,28.16,49.1,16.2,2022-04-01
kedougou,7.41,2.8,8.54,33.9,40.38,27.33,66.0,26.8,2022-05-01
kedougou,2.86,2.6,7.23,276.6,34.63,23.92,88.47,50.87,2022-06-01
kedougou,1.98,2.6,7.23,105.6,32.5,23.93,91.4,63.4,2022-07-01
kedougou,1.42,2.1,5.29,251.1,32.05,23.21,95.26,67.39,2022-08-01
kedougou,1.37,1.7,5.53,292.7,31.19,21.81,92.71,64.13,2022-09-01
kedougou,2.29,1.9,7.35,112.1,33.0,23.32,95.61,54.32,2022-10-01
kedougou,5.13,1.6,8.8,0.1,34.99,19.07,74.9,24.7,2022-11-01
kedougou,6.13,1.6,8.2,0.0,36.07,19.27,61.0,19.23,2022-12-01
saint-louis ,6.2,4.8,5.1,0.0,27.464,16.432,70.548,30.548,1990-01-01
saint-louis ,8.0,4.6,8.2,0.0,35.107,18.86,62.0,17.642,1990-02-01
saint-louis ,7.1,5.1,7.2,0.0,35.264,20.025,71.548,25.806,1990-03-01
saint-louis ,4.3,6.5,9.2,0.0,30.51,17.993,88.166,42.166,1990-04-01
saint-louis ,4.5,6.0,10.3,0.0,31.793,19.366,90.366,49.166,1990-05-01
saint-louis ,2.7,5.2,5.9,0.0,29.166,21.563,95.0,67.2,1990-06-01
saint-louis ,2.6,4.6,7.6,51.3,30.116,23.883,94.161,69.419,1990-07-01
saint-louis ,2.6,3.8,8.2,52.2,31.819,25.287,94.29,69.871,1990-08-01
saint-louis ,2.8,3.7,8.4,61.5,33.47,26.086,95.433,64.433,1990-09-01
saint-louis ,3.2,3.5,7.6,17.4,34.806,24.754,93.516,50.258,1990-10-01
saint-louis ,4.8,3.7,7.6,0.0,33.006,20.28,85.866,28.533,1990-11-01
saint-louis ,5.9,4.1,8.2,0.0,31.164,16.422,78.871,27.935,1990-12-01
saint-louis ,5.0,3.7,4.7,0.0,29.9,16.977,74.29,31.096,1991-01-01
saint-louis ,5.4,4.4,7.7,0.0,30.789,16.635,81.071,26.464,1991-02-01
saint-louis ,5.0,5.1,9.3,0.0,31.074,16.964,88.193,36.096,1991-03-01
saint-louis ,4.3,5.2,9.8,0.0,31.1,17.946,89.8,40.166,1991-04-01
saint-louis ,3.6,5.1,8.6,0.0,29.038,17.929,92.677,50.29,1991-05-01
saint-louis ,2.9,4.4,5.4,6.8,29.323,21.476,95.2,63.666,1991-06-01
saint-louis ,2.7,4.3,5.9,35.7,30.396,23.993,94.29,66.774,1991-07-01
saint-louis ,3.0,4.2,8.4,52.7,31.322,25.09,92.419,69.838,1991-08-01
saint-louis ,2.7,3.8,7.0,40.9,32.993,25.493,94.966,63.0,1991-09-01
saint-louis ,3.8,3.4,7.9,43.6,34.177,23.238,93.064,44.838,1991-10-01
saint-louis ,5.3,3.6,6.9,0.0,34.643,19.84,85.866,31.2,1991-11-01
saint-louis ,6.7,3.5,5.2,0.0,31.835,18.841,70.709,29.709,1991-12-01
saint-louis ,5.6,3.2,6.3,0.0,31.119,16.69,77.645,30.677,1992-01-01
saint-louis ,4.1,4.3,7.1,5.3,29.072,17.193,89.0,37.724,1992-02-01
saint-louis ,8.1,4.6,7.8,0.0,33.183,18.416,69.741,18.322,1992-03-01
saint-louis ,4.8,5.5,8.8,0.0,30.0,17.57,89.5,41.966,1992-04-01
saint-louis ,4.4,4.8,7.0,0.0,30.332,20.193,89.451,50.129,1992-05-01
saint-louis ,4.0,4.2,4.6,0.0,31.016,22.756,89.966,52.6,1992-06-01
saint-louis ,2.3,4.1,7.0,12.9,29.661,23.79,90.516,66.064,1992-07-01
saint-louis ,3.1,4.2,8.4,33.1,31.383,25.003,90.483,63.548,1992-08-01
saint-louis ,3.3,3.5,7.7,6.4,32.92,25.216,93.366,60.633,1992-09-01
saint-louis ,5.3,4.2,8.1,0.9,34.051,22.393,86.774,37.129,1992-10-01
saint-louis ,7.4,3.7,5.9,0.0,34.0,20.343,71.533,21.933,1992-11-01
saint-louis ,5.6,3.7,7.5,0.0,30.829,17.69,77.129,25.871,1992-12-01
saint-louis ,6.5,3.7,4.5,0.0,29.258,17.303,68.29,21.0,1993-01-01
saint-louis ,5.7,4.4,7.8,0.0,31.107,17.525,77.75,26.142,1993-02-01
saint-louis ,5.6,5.1,8.3,0.0,31.58,17.871,85.225,33.161,1993-03-01
saint-louis ,4.9,5.5,8.4,0.0,29.626,18.673,89.833,46.2,1993-04-01
saint-louis ,4.5,5.6,8.3,0.0,31.312,19.909,84.516,43.774,1993-05-01
saint-louis ,4.1,4.9,6.2,0.0,29.516,22.896,94.8,65.366,1993-06-01
saint-louis ,3.0,4.4,7.2,7.0,30.596,24.622,92.903,67.709,1993-07-01
saint-louis ,2.9,3.6,7.5,126.8,31.319,25.583,94.225,69.225,1993-08-01
saint-louis ,2.6,3.1,7.3,103.6,32.286,25.166,95.033,62.6,1993-09-01
saint-louis ,3.0,3.4,7.3,0.2,32.358,23.964,94.161,53.838,1993-10-01
saint-louis ,4.8,3.8,7.2,1.2,30.62,19.223,82.733,35.8,1993-11-01
saint-louis ,5.6,3.1,6.6,0.0,30.641,17.041,69.612,21.129,1993-12-01
saint-louis ,6.9,4.0,7.0,0.0,29.18,15.125,63.677,15.483,1994-01-01
saint-louis ,7.2,4.2,8.7,0.0,33.325,16.528,72.142,16.75,1994-02-01
saint-louis ,5.5,5.0,8.5,0.0,32.4,18.119,88.612,34.161,1994-03-01
saint-louis ,5.1,5.6,8.5,0.0,30.826,19.006,87.033,42.0,1994-04-01
saint-louis ,3.1,5.2,8.7,0.0,28.651,19.309,93.225,57.032,1994-05-01
saint-louis ,2.7,4.6,4.0,0.0,29.263,22.9,93.4,67.933,1994-06-01
saint-louis ,3.0,4.5,7.4,7.4,30.703,24.558,89.58,65.387,1994-07-01
saint-louis ,2.5,3.4,6.6,64.1,32.006,25.4,92.967,67.129,1994-08-01
saint-louis ,2.5,3.1,7.5,192.3,31.58,25.143,93.766,69.133,1994-09-01
saint-louis ,3.5,3.4,8.6,20.5,31.851,23.951,90.774,55.096,1994-10-01
saint-louis ,4.8,3.0,7.1,0.0,33.62,20.476,85.233,34.0,1994-11-01
saint-louis ,7.1,3.6,6.5,0.0,32.006,18.025,63.871,20.129,1994-12-01
saint-louis ,8.2,4.4,7.0,0.0,30.351,15.193,54.451,17.225,1995-01-01
saint-louis ,7.3,3.6,7.4,3.3,33.01,18.417,66.178,18.428,1995-02-01
saint-louis ,4.0,5.0,8.5,0.0,28.412,16.987,90.032,39.193,1995-03-01
saint-louis ,3.8,7.9,9.9,0.0,28.936,17.343,93.233,45.1,1995-04-01
saint-louis ,3.0,6.4,10.1,0.0,28.983,19.919,95.709,58.516,1995-05-01
saint-louis ,2.9,5.1,7.7,2.5,30.01,22.583,95.7,63.833,1995-06-01
saint-louis ,3.0,4.5,5.3,37.6,32.3,25.396,94.161,64.548,1995-07-01
saint-louis ,2.7,4.3,6.8,101.5,32.364,25.606,93.322,67.354,1995-08-01
saint-louis ,2.7,3.8,6.9,125.9,32.19,25.616,92.466,66.1,1995-09-01
saint-louis ,4.1,4.0,8.0,11.2,34.119,24.477,88.871,44.419,1995-10-01
saint-louis ,5.8,3.6,8.3,0.0,35.853,20.08,80.833,26.933,1995-11-01
saint-louis ,3.7,3.1,5.3,0.0,29.893,18.083,82.516,42.612,1995-12-01
saint-louis ,5.2,3.9,9.9,0.0,32.541,16.754,81.064,27.741,1996-01-01
saint-louis ,5.9,5.3,9.3,0.0,33.113,17.9,78.793,26.793,1996-02-01
saint-louis ,4.5,5.0,9.0,1.1,31.016,17.532,87.387,35.612,1996-03-01
saint-louis ,4.3,6.0,9.9,0.0,31.746,18.356,91.166,42.4,1996-04-01
saint-louis ,5.5,6.3,9.4,0.0,32.229,20.629,83.129,45.516,1996-05-01
saint-louis ,2.8,4.9,7.1,11.4,30.176,22.506,95.233,66.233,1996-06-01
saint-louis ,2.9,5.8,5.9,19.3,31.051,24.532,93.548,68.677,1996-07-01
saint-louis ,2.1,5.4,7.1,46.6,32.364,24.816,96.032,69.935,1996-08-01
saint-louis ,2.8,5.0,7.6,16.6,32.766,25.106,94.5,63.533,1996-09-01
saint-louis ,4.1,5.2,8.4,15.8,35.28,23.5,93.387,45.064,1996-10-01
saint-louis ,7.0,3.5,3.9,0.0,35.196,20.216,71.633,21.4,1996-11-01
saint-louis ,5.4,3.5,6.2,0.0,32.009,16.954,83.483,28.967,1996-12-01
saint-louis ,5.3,4.3,4.2,0.0,31.006,16.993,79.677,32.516,1997-01-01
saint-louis ,9.3,4.4,7.3,0.0,36.321,19.775,59.821,17.392,1997-02-01
saint-louis ,7.5,5.3,7.9,0.0,32.503,18.632,73.225,28.838,1997-03-01
saint-louis ,4.4,5.4,10.7,0.0,31.463,17.55,92.733,41.8,1997-04-01
saint-louis ,3.8,5.4,6.6,3.2,31.1,20.748,90.032,53.064,1997-05-01
saint-louis ,3.0,4.9,4.5,8.7,32.1,23.23,94.133,58.333,1997-06-01
saint-louis ,3.3,5.7,5.3,0.1,32.041,24.774,93.161,65.096,1997-07-01
saint-louis ,2.9,4.3,6.5,146.2,31.793,24.445,93.516,63.903,1997-08-01
saint-louis ,2.6,3.7,5.1,62.0,32.473,24.943,95.8,67.5,1997-09-01
saint-louis ,3.9,4.1,7.4,0.0,34.535,23.867,91.806,48.0,1997-10-01
saint-louis ,5.0,3.5,8.1,0.0,35.3,21.7,88.871,42.1,1997-11-01
saint-louis ,5.6,3.7,6.0,0.0,32.483,16.774,81.967,29.645,1997-12-01
saint-louis ,5.7,4.2,4.3,0.0,31.6,17.3,78.0,31.0,1998-01-01
saint-louis ,5.9,4.3,56.0,0.8,34.4,19.7,79.0,30.0,1998-02-01
saint-louis ,6.6,4.7,5.7,0.0,35.3,19.5,80.0,25.0,1998-03-01
saint-louis ,4.7,5.3,6.4,0.0,32.1,19.2,87.0,40.0,1998-04-01
saint-louis ,4.1,5.1,4.7,0.0,30.7,19.9,90.0,49.0,1998-05-01
saint-louis ,3.2,4.0,2.0,0.0,30.0,22.3,94.0,63.0,1998-06-01
saint-louis ,3.3,3.7,3.7,2.0,30.6,24.0,90.0,64.0,1998-07-01
saint-louis ,2.6,3.6,4.4,134.4,31.6,25.7,92.0,69.0,1998-08-01
saint-louis ,2.3,3.0,6.7,132.1,32.7,25.8,95.0,66.0,1998-09-01
saint-louis ,4.3,3.2,9.1,3.5,35.2,23.1,91.0,44.0,1998-10-01
